Datum;DAX
29.12.2005;5458,58
30.12.2005;5408,26
02.01.2006;5449,98
03.01.2006;5460,68
04.01.2006;5523,62
05.01.2006;5516,53
06.01.2006;5536,32
09.01.2006;5537,11
10.01.2006;5494,71
11.01.2006;5532,89
12.01.2006;5542,13
13.01.2006;5483,09
16.01.2006;5514,64
17.01.2006;5460,16
18.01.2006;5395,61
19.01.2006;5430,84
20.01.2006;5349,02
23.01.2006;5348,72
24.01.2006;5334,3
25.01.2006;5427,09
26.01.2006;5548,91
27.01.2006;5647,42
30.01.2006;5660,03
31.01.2006;5674,15
01.02.2006;5726,53
02.02.2006;5649,6
03.02.2006;5657,12
06.02.2006;5666,78
07.02.2006;5672,92
08.02.2006;5666,41
09.02.2006;5743,68
10.02.2006;5701,47
13.02.2006;5756,33
14.02.2006;5763,4
15.02.2006;5764,37
16.02.2006;5789,25
17.02.2006;5795,48
20.02.2006;5793,95
21.02.2006;5801,04
22.02.2006;5862,06
23.02.2006;5857,88
24.02.2006;5870,79
27.02.2006;5915,15
28.02.2006;5796,04
01.03.2006;5866,61
02.03.2006;5783,49
03.03.2006;5721,46
06.03.2006;5754,06
07.03.2006;5739,28
08.03.2006;5673,36
09.03.2006;5732,22
10.03.2006;5804,92
13.03.2006;5855,16
14.03.2006;5870,88
15.03.2006;5898,48
16.03.2006;5897,79
17.03.2006;5882,38
20.03.2006;5902,79
21.03.2006;5911,86
22.03.2006;5932,31
23.03.2006;5947,11
24.03.2006;5973,14
27.03.2006;5912,26
28.03.2006;5890,63
29.03.2006;5914,78
30.03.2006;5984,19
31.03.2006;5970,08
03.04.2006;6024,05
04.04.2006;6013,85
05.04.2006;6029,2
06.04.2006;6031,39
07.04.2006;5952,92
10.04.2006;6003,4
11.04.2006;5908,47
12.04.2006;5901,25
13.04.2006;5918,57
14.04.2006;5918,57
17.04.2006;5918,57
18.04.2006;5902,58
19.04.2006;5993,76
20.04.2006;6063,28
21.04.2006;6094,75
24.04.2006;6079,09
25.04.2006;6078,8
26.04.2006;6107,12
27.04.2006;6067,74
28.04.2006;6009,89
01.05.2006;6009,89
02.05.2006;6051,29
03.05.2006;5968,96
04.05.2006;6039,32
05.05.2006;6113,29
08.05.2006;6127,98
09.05.2006;6140,72
10.05.2006;6118,38
11.05.2006;6054,72
12.05.2006;5916,28
15.05.2006;5857,03
16.05.2006;5851,92
17.05.2006;5652,72
18.05.2006;5666,07
19.05.2006;5672,28
22.05.2006;5546,24
23.05.2006;5678,49
24.05.2006;5587,23
25.05.2006;5706,06
26.05.2006;5788,36
29.05.2006;5755,02
30.05.2006;5622,43
31.05.2006;5692,86
01.06.2006;5707,59
02.06.2006;5687,04
05.06.2006;5621,19
06.06.2006;5502,81
07.06.2006;5543,93
08.06.2006;5383,28
09.06.2006;5464,08
12.06.2006;5395,55
13.06.2006;5292,14
14.06.2006;5305,99
15.06.2006;5422,22
16.06.2006;5376,01
19.06.2006;5439,23
20.06.2006;5493,61
21.06.2006;5503,41
22.06.2006;5533,42
23.06.2006;5529,74
26.06.2006;5514,63
27.06.2006;5459,15
28.06.2006;5456,87
29.06.2006;5581,67
30.06.2006;5683,31
03.07.2006;5712,69
04.07.2006;5729,01
05.07.2006;5625,63
06.07.2006;5695,47
07.07.2006;5681,85
10.07.2006;5706,32
11.07.2006;5616,04
12.07.2006;5637,82
13.07.2006;5527,29
14.07.2006;5422,22
17.07.2006;5416,96
18.07.2006;5396,85
19.07.2006;5539,29
20.07.2006;5545,82
21.07.2006;5451,01
24.07.2006;5578,05
25.07.2006;5565,76
26.07.2006;5583,1
27.07.2006;5659,07
28.07.2006;5705,42
31.07.2006;5681,97
01.08.2006;5596,74
02.08.2006;5680,82
03.08.2006;5640,03
04.08.2006;5723,03
07.08.2006;5626,67
08.08.2006;5651,92
09.08.2006;5702,81
10.08.2006;5630,96
11.08.2006;5628,37
14.08.2006;5692
15.08.2006;5776,8
16.08.2006;5812,94
17.08.2006;5833,51
18.08.2006;5817,02
21.08.2006;5794,83
22.08.2006;5818,41
23.08.2006;5775,54
24.08.2006;5814,08
25.08.2006;5811,47
28.08.2006;5854,99
29.08.2006;5847,02
30.08.2006;5867,53
31.08.2006;5859,57
01.09.2006;5876,54
04.09.2006;5909,72
05.09.2006;5884,07
06.09.2006;5813,06
07.09.2006;5773,72
08.09.2006;5795,26
11.09.2006;5798,46
12.09.2006;5873,85
13.09.2006;5906,12
14.09.2006;5907,37
15.09.2006;5937,87
18.09.2006;5926,33
19.09.2006;5873,46
20.09.2006;5954,38
21.09.2006;5962,03
22.09.2006;5883,32
25.09.2006;5901,66
26.09.2006;5960,63
27.09.2006;5989,71
28.09.2006;5989,16
29.09.2006;6004,33
02.10.2006;5999,46
03.10.2006;5992,22
04.10.2006;6046,37
05.10.2006;6075,28
06.10.2006;6085,82
09.10.2006;6084,4
10.10.2006;6117,71
11.10.2006;6119,45
12.10.2006;6160,28
13.10.2006;6173,68
16.10.2006;6186,54
17.10.2006;6115,1
18.10.2006;6182,78
19.10.2006;6177,42
20.10.2006;6202,82
23.10.2006;6242,91
24.10.2006;6247,52
25.10.2006;6264,92
26.10.2006;6284,19
27.10.2006;6262,54
30.10.2006;6258,19
31.10.2006;6268,92
01.11.2006;6291,9
02.11.2006;6223,33
03.11.2006;6241,15
06.11.2006;6330,65
07.11.2006;6361,96
08.11.2006;6349,26
09.11.2006;6358,68
10.11.2006;6357,77
13.11.2006;6393,73
14.11.2006;6387,38
15.11.2006;6430,89
16.11.2006;6443,02
17.11.2006;6412,36
20.11.2006;6452,33
21.11.2006;6460,39
22.11.2006;6476,13
23.11.2006;6475,25
24.11.2006;6411,96
27.11.2006;6298,17
28.11.2006;6281,68
29.11.2006;6363,8
30.11.2006;6309,19
01.12.2006;6241,13
04.12.2006;6295,23
05.12.2006;6372,8
06.12.2006;6369,51
07.12.2006;6413,03
08.12.2006;6427,41
11.12.2006;6469,42
12.12.2006;6476,17
13.12.2006;6520,77
14.12.2006;6552,58
15.12.2006;6588,83
18.12.2006;6597,25
19.12.2006;6553,51
20.12.2006;6586,91
21.12.2006;6573,96
22.12.2006;6503,13
25.12.2006;6503,13
26.12.2006;6503,13
27.12.2006;6608,86
28.12.2006;6611,81
29.12.2006;6596,92
01.01.2007;6596,92
02.01.2007;6681,13
03.01.2007;6691,32
04.01.2007;6674,4
05.01.2007;6593,09
08.01.2007;6607,59
09.01.2007;6614,37
10.01.2007;6566,56
11.01.2007;6687,3
12.01.2007;6705,17
15.01.2007;6731,74
16.01.2007;6716,82
17.01.2007;6701,7
18.01.2007;6689,62
